Serial|Year|Award|Winner|Film|Names,,,,,,,,,,,
5969|2001|Cinematography|0|The Man Who Wasn't There |Roger Deakins,,,,,,,,,,,
5970|1975|Art Direction|0|The Man Who Would Be King |Art Direction: Alexander Trauner, Tony Inglis; Set Decoration: Peter James,,,,,,,,,,
5971|1975|Costume Design|0|The Man Who Would Be King |Edith Head,,,,,,,,,,,
5972|1975|Film Editing|0|The Man Who Would Be King |Russell Lloyd,,,,,,,,,,,
5973|1975|Writing (Screenplay Adapted from Other Material)|0|The Man Who Would Be King |John Huston, Gladys Hill,,,,,,,,,,
5974|1955|Actor|0|The Man with the Golden Arm|Frank Sinatra,,,,,,,,,,,
5975|1955|Art Direction (Black and White)|0|The Man with the Golden Arm |Art Direction: Joseph C. Wright; Set Decoration: Darrell Silvera,,,,,,,,,,,
5976|1955|Music (Music Score of a Dramatic or Comedy Picture)|0|The Man with the Golden Arm |Elmer Bernstein,,,,,,,,,,,
5977|2002|Foreign Language Film|0|The Man without a Past |Finland,,,,,,,,,,,
5978|1962|Actress in a Supporting Role|0|The Manchurian Candidate|Angela Lansbury,,,,,,,,,,,
5979|1962|Film Editing|0|The Manchurian Candidate |Ferris Webster,,,,,,,,,,,
5980|1961|Actor|0|The Mark|Stuart Whitman,,,,,,,,,,,
5981|1991|Documentary (Short Subject)|0|The Mark of the Maker |David McGowan, Producer,,,,,,,,,,
5982|2015|Actor in a Leading Role|0|The Martian|Matt Damon,,,,,,,,,,,
5983|2015|Best Picture|0|The Martian|Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers,,,,,,,,
5984|2015|Production Design|0|The Martian|Production Design: Arthur Max; Set Decoration: Celia Bobak,,,,,,,,,,,
5985|2015|Sound Editing|0|The Martian|Oliver Tarney,,,,,,,,,,,
5986|2015|Sound Mixing|0|The Martian|Paul Massey, Mark Taylor and Mac Ruth,,,,,,,,,,
5987|2015|Visual Effects|0|The Martian|Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner,,,,,,,,,
5988|2015|Writing (Adapted Screenplay)|0|The Martian|Screenplay by Drew Goddard,,,,,,,,,,,
5989|1994|Visual Effects|0|The Mask |Scott Squires, Steve Williams, Tom Bertino, Jon Farhat,,,,,,,,
5990|1998|Sound|0|The Mask of Zorro |Kevin O'Connell, Greg P. Russell, Pud Cusack,,,,,,,,,
5991|1998|Sound Effects Editing|0|The Mask of Zorro |David McMoyler,,,,,,,,,,,
5992|2012|Actor in a Leading Role|0|The Master|Joaquin Phoenix,,,,,,,,,,,
5993|2012|Actor in a Supporting Role|0|The Master|Philip Seymour Hoffman,,,,,,,,,,,
5994|2012|Actress in a Supporting Role|0|The Master|Amy Adams,,,,,,,,,,,
5995|1986|Documentary (Short Subject)|0|The Masters of Disaster |Sonya Friedman, Producer,,,,,,,,,,
5996|1951|Actress in a Supporting Role|0|The Mating Season|Thelma Ritter,,,,,,,,,,,
5997|1999|Film Editing|1|The Matrix |Zach Staenberg,,,,,,,,,,,
5998|1999|Sound|1|The Matrix |John Reitz, Gregg Rudloff, David Campbell, David Lee,,,,,,,,
5999|1999|Sound Effects Editing|1|The Matrix |Dane A. Davis,,,,,,,,,,,
6000|1999|Visual Effects|1|The Matrix |John Gaeta, Janek Sirrs, Steve Courtley, Jon Thum,,,,,,,,
6001|1952|Music (Scoring of a Musical Picture)|0|The Medium |Gian-Carlo Menotti,,,,,,,,,,,
6002|1952|Actress|0|The Member of the Wedding|Julie Harris,,,,,,,,,,,
6003|1950|Writing (Story and Screenplay)|0|The Men |Carl Foreman,,,,,,,,,,,
6004|1997|Short Film (Animated)|0|The Mermaid |Alexander Petrov,,,,,,,,,,,
6005|1952|Art Direction (Color)|0|The Merry Widow |Art Direction: Cedric Gibbons, Paul Groesse; Set Decoration: Edwin B. Willis, Arthur Krams,,,,,,,,,
6006|1952|Costume Design (Color)|0|The Merry Widow |Helen Rose, Gile Steele,,,,,,,,,,
6007|1953|Short Subject (One Reel)|1|The Merry Wives of Windsor Overture |Johnny Green, Producer,,,,,,,,,,
6008|2009|Actor in a Supporting Role|0|The Messenger|Woody Harrelson,,,,,,,,,,,
6009|2009|Writing (Original Screenplay)|0|The Messenger |Written by Alessandro Camon & Oren Moverman,,,,,,,,,,,
6010|1993|Short Film (Animated)|0|The Mighty River |Fr?©d?©ric Back, Hubert Tison,,,,,,,,,,
6011|1988|Music (Original Score)|1|The Milagro Beanfield War |Dave Grusin,,,,,,,,,,,
6012|2009|Foreign Language Film|0|The Milk of Sorrow |Peru,,,,,,,,,,,
6013|1962|Actress|1|The Miracle Worker|Anne Bancroft,,,,,,,,,,,
6014|1962|Actress in a Supporting Role|1|The Miracle Worker|Patty Duke,,,,,,,,,,,
6015|1962|Costume Design (Black and White)|0|The Miracle Worker |Ruth Morley,,,,,,,,,,,
6016|1962|Directing|0|The Miracle Worker |Arthur Penn,,,,,,,,,,,
6017|1962|Writing (Screenplay, Based on Material from Another Medium)|0|The Miracle Worker |William Gibson,,,,,,,,,,
6018|1996|Actress in a Supporting Role|0|The Mirror Has Two Faces|Lauren Bacall,,,,,,,,,,,
6019|2013|Foreign Language Film|0|The Missing Picture |Cambodia,,,,,,,,,,,
6020|1986|Art Direction|0|The Mission |Art Direction: Stuart Craig; Set Decoration: Jack Stephens,,,,,,,,,,,
6021|1986|Best Picture|0|The Mission |Fernando Ghia and David Puttnam, Producers,,,,,,,,,,
6022|1986|Cinematography|1|The Mission |Chris Menges,,,,,,,,,,,
6023|1986|Costume Design|0|The Mission |Enrico Sabbatini,,,,,,,,,,,
6024|1986|Directing|0|The Mission |Roland Joff?©,,,,,,,,,,,
6025|1986|Film Editing|0|The Mission |Jim Clark,,,,,,,,,,,
6026|1986|Music (Original Score)|0|The Mission |Ennio Morricone,,,,,,,,,,,
6027|1953|Sound Recording|0|The Mississippi Gambler |Universal-International Studio Sound Department, Leslie I. Carey, Sound Director,,,,,,,,,
6028|1951|Costume Design (Black and White)|0|The Model and the Marriage Broker |Charles LeMaire, Renie,,,,,,,,,,
6029|1970|Art Direction|0|The Molly Maguires |Art Direction: Tambi Larsen; Set Decoration: Darrell Silvera,,,,,,,,,,,
6030|1994|Short Film (Animated)|0|The Monk and the Fish |Michael Dudok de Wit,,,,,,,,,,,
6031|2005|Short Film (Animated)|1|The Moon and the Son: An Imagined Conversation |John Canemaker and Peggy Stern,,,,,,,,,,,
6032|1953|Actress|0|The Moon Is Blue|Maggie McNamara,,,,,,,,,,,
6033|1953|Film Editing|0|The Moon Is Blue |Otto Ludwig,,,,,,,,,,,
6034|1986|Actress in a Leading Role|0|The Morning After|Jane Fonda,,,,,,,,,,,
6035|1976|Short Film (Live Action)|0|The Morning Spider |Julian Chagrin and Claude Chagrin, Producers,,,,,,,,,,
6036|2009|Documentary (Feature)|0|The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers |Judith Ehrlich and Rick Goldsmith,,,,,,,,,,,
6037|2004|Writing (Adapted Screenplay)|0|The Motorcycle Diaries |Screenplay by Jos?© Rivera,,,,,,,,,,,
6038|1951|Costume Design (Black and White)|0|The Mudlark |Edward Stevenson, Margaret Furse,,,,,,,,,,
6039|1999|Sound|0|The Mummy |Leslie Shatz, Chris Carpenter, Rick Kline, Chris Munro,,,,,,,,
6040|1979|Music (Original Song Score and Its Adaptation -Or- Adaptation Score)|0|The Muppet Movie |Song Score by Paul Williams and Kenny Ascher; Adaptation Score by Paul Williams,,,,,,,,,,,
6041|1984|Music (Original Song Score)|0|The Muppets Take Manhattan |Jeff Moss,,,,,,,,,,,
6042|1978|Honorary Award|1|The Museum of Modern Art Department of Film|,,,,,,,,,,,
6043|2005|Documentary (Short Subject)|0|The Mushroom Club |Steven Okazaki,,,,,,,,,,,
6044|1988|Foreign Language Film|0|The Music Teacher |Belgium,,,,,,,,,,,
6045|2005|Short Film (Animated)|0|The Mysterious Geographic Explorations of Jasper Morello |Anthony Lucas,,,,,,,,,,,
6046|1956|Documentary (Feature)|0|The Naked Eye |Louis Clyde Stoumen, Producer,,,,,,,,,,
6047|1966|Writing (Story and Screenplay, Written Directly for the Screen)|0|The Naked Prey |Clint Johnston, Don Peters,,,,,,,,,
6048|1953|Writing (Story and Screenplay)|0|The Naked Spur |Sam Rolfe, Harold Jack Bloom,,,,,,,,,,
6049|1952|Writing (Motion Picture Story)|0|The Narrow Margin |Martin Goldsmith, Jack Leonard,,,,,,,,,,
6050|1990|Foreign Language Film|0|The Nasty Girl |Germany,,,,,,,,,,,
6051|1984|Honorary Award|1|The National Endowment for the Arts|,,,,,,,,,,,
6052|1988|Honorary Award|1|The National Film Board of Canada|,,,,,,,,,,,
6053|1984|Actress in a Supporting Role|0|The Natural|Glenn Close,,,,,,,,,,,
6054|1984|Art Direction|0|The Natural |Art Direction: Angelo Graham, Mel Bourne, James J. Murakami, Speed Hopkins; Set Decoration: Bruce Weintraub,,,,,,,,
6055|1984|Cinematography|0|The Natural |Caleb Deschanel,,,,,,,,,,,
6056|1984|Music (Original Score)|0|The Natural |Randy Newman,,,,,,,,,,,
6057|1980|Foreign Language Film|0|The Nest |Spain,,,,,,,,,,,
6058|1972|Foreign Language Film|0|The New Land |Sweden,,,,,,,,,,,
6059|2009|Short Film (Live Action)|1|The New Tenants |Joachim Back and Tivi Magnusson,,,,,,,,,,,
6060|2005|Cinematography|0|The New World |Emmanuel Lubezki,,,,,,,,,,,
6061|1964|Actress in a Supporting Role|0|The Night of the Iguana|Grayson Hall,,,,,,,,,,,
6062|1964|Art Direction (Black and White)|0|The Night of the Iguana |Stephen Grimes,,,,,,,,,,,
6063|1964|Cinematography (Black and White)|0|The Night of the Iguana |Gabriel Figueroa,,,,,,,,,,,
6064|1964|Costume Design (Black and White)|1|The Night of the Iguana |Dorothy Jeakins,,,,,,,,,,,
6065|1993|Visual Effects|0|The Nightmare before Christmas |Pete Kozachik, Eric Leighton, Ariel Velasco Shaw, Gordon Baker,,,,,,,,
6066|1957|Foreign Language Film|1|The Nights of Cabiria |Italy,,,,,,,,,,,
6067|1960|Foreign Language Film|0|The Ninth Circle |Yugoslavia,,,,,,,,,,,
6068|1971|Documentary (Short Subject)|0|The Numbers Start with the River |Donald Wrye, Producer,,,,,,,,,,
6069|1959|Actress|0|The Nun's Story|Audrey Hepburn,,,,,,,,,,,
6070|1959|Best Motion Picture|0|The Nun's Story |Henry Blanke, Producer,,,,,,,,,,
6071|1959|Cinematography (Color)|0|The Nun's Story |Franz Planer,,,,,,,,,,,
6072|1959|Directing|0|The Nun's Story |Fred Zinnemann,,,,,,,,,,,
6073|1959|Film Editing|0|The Nun's Story |Walter Thompson,,,,,,,,,,,
6074|1959|Music (Music Score of a Dramatic or Comedy Picture)|0|The Nun's Story |Franz Waxman,,,,,,,,,,,
6075|1959|Sound|0|The Nun's Story |Warner Brothers Studio Sound Department, George R. Groves, Sound Director,,,,,,,,,
6076|1959|Writing (Screenplay, Based on Material from Another Medium)|0|The Nun's Story |Robert Anderson,,,,,,,,,,
6077|1996|Makeup|1|The Nutty Professor |Rick Baker, David LeRoy Anderson,,,,,,,,,,
6078|1968|Film Editing|0|The Odd Couple |Frank Bracht,,,,,,,,,,,
6079|1968|Writing (Screenplay, Based on Material from Another Medium)|0|The Odd Couple |Neil Simon,,,,,,,,,,
6080|1966|Documentary (Short Subject)|0|The Odds Against |Lee R. Bobker and Helen Kristt Radin, Producers,,,,,,,,,,
6081|1985|Foreign Language Film|1|The Official Story |Argentina,,,,,,,,,,,
6082|1985|Writing (Screenplay Written Directly for the Screen)|0|The Official Story |Luis Puenzo, Aida Bortnik,,,,,,,,,,
6083|1958|Actor|0|The Old Man and the Sea|Spencer Tracy,,,,,,,,,,,
6084|1958|Cinematography (Color)|0|The Old Man and the Sea |James Wong Howe,,,,,,,,,,,
6085|1958|Music (Music Score of a Dramatic or Comedy Picture)|1|The Old Man and the Sea |Dimitri Tiomkin,,,,,,,,,,,
6086|1999|Short Film (Animated)|1|The Old Man and the Sea |Alexander Petrov,,,,,,,,,,,
6087|1969|Documentary (Feature)|0|The Olympics in Mexico |Comite Organizador de los Juegos de la XIX Olimpiada,,,,,,,,,,,
6088|1976|Music (Original Score)|1|The Omen |Jerry Goldsmith,,,,,,,,,,,
6089|1964|Writing (Story and Screenplay, Written Directly for the Screen)|0|The Organizer |Age, Scarpelli, Mario Monicelli,,,,,,,,
6090|1966|Art Direction (Color)|0|The Oscar |Art Direction: Hal Pereira, Arthur Lonergan; Set Decoration: Robert Benton, James Payne,,,,,,,,,
6091|1966|Costume Design (Color)|0|The Oscar |Edith Head,,,,,,,,,,,
6092|1975|Documentary (Feature)|0|The Other Half of the Sky: A China Memoir |Shirley MacLaine, Producer,,,,,,,,,,
6093|1977|Costume Design|0|The Other Side of Midnight |Irene Sharaff,,,,,,,,,,,
6094|1996|Foreign Language Film|0|The Other Side of Sunday |Norway,,,,,,,,,,,
6095|1976|Music (Original Score)|0|The Outlaw Josey Wales |Jerry Fielding,,,,,,,,,,,
6096|1991|Foreign Language Film|0|The Ox |Sweden,,,,,,,,,,,
6097|1984|Short Film (Live Action)|0|The Painted Door |Michael MacMillan and Janice L. Platt, Producers,,,,,,,,,,
6098|1992|Documentary (Feature)|1|The Panama Deception |Barbara Trent and David Kasper, Producers,,,,,,,,,,
6099|1973|Actor in a Supporting Role|1|The Paper Chase|John Houseman,,,,,,,,,,,
6100|1973|Sound|0|The Paper Chase |Donald O. Mitchell, Lawrence O. Jost,,,,,,,,,,
6101|1973|Writing (Screenplay, Based on Material from Another Medium)|0|The Paper Chase |James Bridges,,,,,,,,,,
6102|1961|Film Editing|0|The Parent Trap |Philip W. Anderson,,,,,,,,,,,
6103|1961|Sound|0|The Parent Trap |Walt Disney Studio Sound Department, Robert O. Cook, Sound Director,,,,,,,,,
6104|2004|Cinematography|0|The Passion of the Christ |Caleb Deschanel,,,,,,,,,,,
6105|2004|Makeup|0|The Passion of the Christ |Keith Vanderlaan and Christien Tinsley,,,,,,,,,,,
6106|2004|Music (Original Score)|0|The Passion of the Christ |John Debney,,,,,,,,,,,
6107|1976|Costume Design|0|The Passover Plot |Mary Wills,,,,,,,,,,,
6108|2000|Cinematography|0|The Patriot |Caleb Deschanel,,,,,,,,,,,
6109|2000|Music (Original Score)|0|The Patriot |John Williams,,,,,,,,,,,
6110|2000|Sound|0|The Patriot |Kevin O'Connell, Greg P. Russell, Lee Orloff,,,,,,,,,
6111|1965|Actor|0|The Pawnbroker|Rod Steiger,,,,,,,,,,,
6112|1973|Foreign Language Film|0|The Pedestrian |West Germany,,,,,,,,,,,
6113|1996|Actor in a Leading Role|0|The People vs. Larry Flynt|Woody Harrelson,,,,,,,,,,,
6114|1996|Directing|0|The People vs. Larry Flynt |Milos Forman,,,,,,,,,,,
6115|2000|Sound|0|The Perfect Storm |John Reitz, Gregg Rudloff, David Campbell, Keith A. Wester,,,,,,,,
6116|2000|Visual Effects|0|The Perfect Storm |Stefen Fangmeier, Habib Zargarpour, John Frazier, Walt Conti,,,,,,,,
6117|2000|Short Film (Animated)|0|The Periwig-Maker |Steffen Sch?§ffler, Annette Sch?§ffler,,,,,,,,,,
6118|1998|Documentary (Short Subject)|1|The Personals: Improvisations on Romance in the Golden Years |Keiko Ibi,,,,,,,,,,,
6119|2004|Art Direction|0|The Phantom of the Opera |Art Direction: Anthony Pratt; Set Decoration: Celia Bobak,,,,,,,,,,,
6120|2004|Cinematography|0|The Phantom of the Opera |John Mathieson,,,,,,,,,,,
6121|2014|Short Film (Live Action)|1|The Phone Call |Mat Kirkby and James Lucas,,,,,,,,,,,
6122|2002|Actor in a Leading Role|1|The Pianist|Adrien Brody,,,,,,,,,,,
6123|2002|Best Picture|0|The Pianist |Roman Polanski, Robert Benmussa and Alain Sarde, Producers,,,,,,,,,
6124|2002|Cinematography|0|The Pianist |Pawel Edelman,,,,,,,,,,,
6125|2002|Costume Design|0|The Pianist |Anna Sheppard,,,,,,,,,,,
6126|2002|Directing|1|The Pianist |Roman Polanski,,,,,,,,,,,
6127|2002|Film Editing|0|The Pianist |Herv?© de Luze,,,,,,,,,,,
6128|2002|Writing (Adapted Screenplay)|1|The Pianist |Screenplay by Ronald Harwood,,,,,,,,,,,
6129|1993|Actress in a Leading Role|1|The Piano|Holly Hunter,,,,,,,,,,,
6130|1993|Actress in a Supporting Role|1|The Piano|Anna Paquin,,,,,,,,,,,
6131|1993|Best Picture|0|The Piano |Jan Chapman, Producer,,,,,,,,,,
6132|1993|Cinematography|0|The Piano |Stuart Dryburgh,,,,,,,,,,,
6133|1993|Costume Design|0|The Piano |Janet Patterson,,,,,,,,,,,
6134|1993|Directing|0|The Piano |Jane Campion,,,,,,,,,,,
6135|1993|Film Editing|0|The Piano |Veronika Jenet,,,,,,,,,,,
6136|1993|Writing (Screenplay Written Directly for the Screen)|1|The Piano |Jane Campion,,,,,,,,,,,
6137|1955|Costume Design (Black and White)|0|The Pickwick Papers |Beatrice Dawson,,,,,,,,,,,
6138|1961|Short Subject (Cartoon)|0|The Pied Piper of Guadalupe |Friz Freleng, Producer,,,,,,,,,,
6139|2008|Short Film (Live Action)|0|The Pig |Tivi Magnusson and Dorte H??gh,,,,,,,,,,,
6140|1962|Art Direction (Black and White)|0|The Pigeon That Took Rome |Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Frank R. McKelvy,,,,,,,,,
6141|1966|Short Subject (Cartoon)|0|The Pink Blueprint |David H. DePatie and Friz Freleng, Producers,,,,,,,,,,
6142|1964|Music (Music Score, Substantially Original)|0|The Pink Panther |Henry Mancini,,,,,,,,,,
6143|1964|Short Subject (Cartoon)|1|The Pink Phink |David H. DePatie and Friz Freleng, Producers,,,,,,,,,,
6144|2012|Animated Feature Film|0|The Pirates! Band of Misfits |Peter Lord,,,,,,,,,,,
6145|1992|Directing|0|The Player |Robert Altman,,,,,,,,,,,
6146|1992|Film Editing|0|The Player |Geraldine Peroni,,,,,,,,,,,
6147|1992|Writing (Screenplay Based on Material Previously Produced or Published)|0|The Player |Michael Tolkin,,,,,,,,,,,
6148|1965|Music (Scoring of Music, Adaptation or Treatment)|0|The Pleasure Seekers |Lionel Newman, Alexander Courage,,,,,,,,,
6149|2004|Sound Editing|0|The Polar Express |Randy Thom and Dennis Leonard,,,,,,,,,,,
6150|2004|Sound Mixing|0|The Polar Express |Randy Thom, Tom Johnson, Dennis Sands and William B. Kaplan,,,,,,,,,
6151|1971|Foreign Language Film|0|The Policeman |Israel,,,,,,,,,,,
6152|1984|Actress in a Supporting Role|0|The Pope of Greenwich Village|Geraldine Page,,,,,,,,,,,
6153|1996|Actress in a Supporting Role|0|The Portrait of a Lady|Barbara Hershey,,,,,,,,,,,
6154|1996|Costume Design|0|The Portrait of a Lady |Janet Patterson,,,,,,,,,,,
6155|1972|Actress in a Supporting Role|0|The Poseidon Adventure|Shelley Winters,,,,,,,,,,,
6156|1972|Art Direction|0|The Poseidon Adventure |Art Direction: William Creber; Set Decoration: Raphael Bretton,,,,,,,,,,,
6157|1972|Cinematography|0|The Poseidon Adventure |Harold E. Stine,,,,,,,,,,,
6158|1972|Costume Design|0|The Poseidon Adventure |Paul Zastupnevich,,,,,,,,,,,
6159|1972|Film Editing|0|The Poseidon Adventure |Harold F. Kress,,,,,,,,,,,
6160|1972|Music (Original Dramatic Score)|0|The Poseidon Adventure |John Williams,,,,,,,,,,,
6161|1972|Sound|0|The Poseidon Adventure |Theodore Soderberg, Herman Lewis,,,,,,,,,,
6162|1972|Special Achievement Award (Visual Effects)|1|The Poseidon Adventure |L. B. Abbott, A. D. Flowers,,,,,,,,,,
6163|1995|Actor in a Leading Role|0|The Postman (Il Postino)|Massimo Troisi,,,,,,,,,,,
6164|1995|Best Picture|0|The Postman (Il Postino) |Mario Cecchi Gori, Vittorio Cecchi Gori and Gaetano Daniele, Producers,,,,,,,,,
6165|1995|Directing|0|The Postman (Il Postino) |Michael Radford,,,,,,,,,,,
6166|1995|Music (Original Dramatic Score)|1|The Postman (Il Postino) |Luis Enrique Bacalov,,,,,,,,,,,
6167|1995|Writing (Screenplay Based on Material Previously Produced or Published)|0|The Postman (Il Postino) |Anna Pavignano, Michael Radford, Furio Scarpelli, Giacomo Scarpelli, Massimo Troisi,,,,,,,
6168|1956|Costume Design (Black and White)|0|The Power and the Prize |Helen Rose,,,,,,,,,,,
6169|1996|Music (Original Musical or Comedy Score)|0|The Preacher's Wife |Hans Zimmer,,,,,,,,,,,
6170|1953|Art Direction (Black and White)|0|The President's Lady |Art Direction: Lyle Wheeler, Leland Fuller; Set Decoration: Paul S. Fox,,,,,,,,,,
6171|1953|Costume Design (Black and White)|0|The President's Lady |Charles LeMaire, Renie,,,,,,,,,,
6172|2006|Art Direction|0|The Prestige |Art Direction: Nathan Crowley; Set Decoration: Julie Ochipinti,,,,,,,,,,,
6173|2006|Cinematography|0|The Prestige |Wally Pfister,,,,,,,,,,,
6174|1952|Writing (Motion Picture Story)|0|The Pride of St. Louis |Guy Trosper,,,,,,,,,,,
6175|1969|Actress|1|The Prime of Miss Jean Brodie|Maggie Smith,,,,,,,,,,,
6176|1998|Music (Original Musical or Comedy Score)|0|The Prince of Egypt |Music and Lyrics by Stephen Schwartz; Orchestral Score by Hans Zimmer,,,,,,,,,,,
6177|1991|Actor in a Leading Role|0|The Prince of Tides|Nick Nolte,,,,,,,,,,,
6178|1991|Actress in a Supporting Role|0|The Prince of Tides|Kate Nelligan,,,,,,,,,,,
6179|1991|Art Direction|0|The Prince of Tides |Art Direction: Paul Sylbert; Set Decoration: Caryl Heller,,,,,,,,,,,
6180|1991|Best Picture|0|The Prince of Tides |Barbra Streisand and Andrew Karsch, Producers,,,,,,,,,,
6181|1991|Cinematography|0|The Prince of Tides |Stephen Goldblatt,,,,,,,,,,,
6182|1991|Music (Original Score)|0|The Prince of Tides |James Newton Howard,,,,,,,,,,,
6183|1991|Writing (Screenplay Based on Material Previously Produced or Published)|0|The Prince of Tides |Pat Conroy, Becky Johnston,,,,,,,,,,
6184|2009|Animated Feature Film|0|The Princess and the Frog |John Musker and Ron Clements,,,,,,,,,,,
6185|1955|Writing (Motion Picture Story)|0|The Private War of Major Benson |Joe Connelly, Bob Mosher,,,,,,,,,,
6186|1968|Actor in a Supporting Role|0|The Producers|Gene Wilder,,,,,,,,,,,
6187|1968|Writing (Story and Screenplay, Written Directly for the Screen)|1|The Producers |Mel Brooks,,,,,,,,,,
6188|1983|Documentary (Feature)|0|The Profession of Arms |Michael Bryans and Tina Viljoen, Producers,,,,,,,,,,
6189|1966|Cinematography (Color)|0|The Professionals |Conrad Hall,,,,,,,,,,,
6190|1966|Directing|0|The Professionals |Richard Brooks,,,,,,,,,,,
6191|1966|Writing (Screenplay, Based on Material from Another Medium)|0|The Professionals |Richard Brooks,,,,,,,,,,
6192|1952|Sound Recording|0|The Promoter |Pinewood Studios Sound Department,,,,,,,,,,,
6193|1956|Art Direction (Black and White)|0|The Proud and Profane |Art Direction: Hal Pereira, A. Earl Hedrick; Set Decoration: Samuel M. Comer, Frank R. McKelvy,,,,,,,,,
6194|1956|Costume Design (Black and White)|0|The Proud and Profane |Edith Head,,,,,,,,,,,
6195|1956|Writing (Motion Picture Story)|0|The Proud and the Beautiful |Jean Paul Sartre,,,,,,,,,,,
6196|1964|Actress|0|The Pumpkin Eater|Anne Bancroft,,,,,,,,,,,
6197|1985|Writing (Screenplay Written Directly for the Screen)|0|The Purple Rose of Cairo |Woody Allen,,,,,,,,,,,
6198|2006|Actor in a Leading Role|0|The Pursuit of Happyness|Will Smith,,,,,,,,,,,
6199|2006|Actress in a Leading Role|1|The Queen|Helen Mirren,,,,,,,,,,,
6200|2006|Best Picture|0|The Queen |Andy Harries, Christine Langan and Tracey Seaward, Producers,,,,,,,,,
6201|2006|Costume Design|0|The Queen |Consolata Boyle,,,,,,,,,,,
6202|2006|Directing|0|The Queen |Stephen Frears,,,,,,,,,,,
6203|2006|Music (Original Score)|0|The Queen |Alexandre Desplat,,,,,,,,,,,
6204|2006|Writing (Original Screenplay)|0|The Queen |Written by Peter Morgan,,,,,,,,,,,
6205|2002|Actor in a Leading Role|0|The Quiet American|Michael Caine,,,,,,,,,,,
6206|1952|Actor in a Supporting Role|0|The Quiet Man|Victor McLaglen,,,,,,,,,,,
6207|1952|Art Direction (Color)|0|The Quiet Man |Art Direction: Frank Hotaling; Set Decoration: John McCarthy, Jr., Charles Thompson,,,,,,,,,
6208|1952|Best Motion Picture|0|The Quiet Man |John Ford and Merian C. Cooper, Producers,,,,,,,,,,
6209|1952|Cinematography (Color)|1|The Quiet Man |Winton C. Hoch, Archie Stout,,,,,,,,,,
6210|1952|Directing|1|The Quiet Man |John Ford,,,,,,,,,,,
6211|1952|Sound Recording|0|The Quiet Man |Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director,,,,,,,,,
6212|1952|Writing (Screenplay)|0|The Quiet Man |Frank S. Nugent,,,,,,,,,,,
6213|1971|Documentary (Feature)|0|The RA Expeditions |Lennart Ehrenborg and Thor Heyerdahl, Producers,,,,,,,,,,
6214|1959|Documentary (Feature)|0|The Race for Space |David L. Wolper, Producer,,,,,,,,,,
6215|1956|Actress|0|The Rainmaker|Katharine Hepburn,,,,,,,,,,,
6216|1956|Music (Music Score of a Dramatic or Comedy Picture)|0|The Rainmaker |Alex North,,,,,,,,,,,
6217|1955|Special Effects|0|The Rains of Ranchipur |20th Century-Fox Studio,,,,,,,,,,,
6218|2008|Actress in a Leading Role|1|The Reader|Kate Winslet,,,,,,,,,,,
6219|2008|Best Picture|0|The Reader |Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers,,,,,,,,
6220|2008|Cinematography|0|The Reader |Chris Menges and Roger Deakins,,,,,,,,,,,
6221|2008|Directing|0|The Reader |Stephen Daldry,,,,,,,,,,,
6222|2008|Writing (Adapted Screenplay)|0|The Reader |Screenplay by David Hare,,,,,,,,,,,
6223|1966|Documentary (Feature)|0|The Really Big Family |Alex Grasshoff, Producer,,,,,,,,,,
6224|2014|Documentary (Short Subject)|0|The Reaper (La Parka) |Gabriel Serra Arguello,,,,,,,,,,,
6225|1956|Writing (Screenplay, Original)|1|The Red Balloon |Albert Lamorisse,,,,,,,,,,
6226|1950|Art Direction (Black and White)|0|The Red Danube |Art Direction: Cedric Gibbons, Hans Peters; Set Decoration: Edwin B. Willis, Hugh Hunt,,,,,,,,,
6227|1963|Foreign Language Film|0|The Red Lanterns |Greece,,,,,,,,,,,
6228|1999|Music (Original Score)|1|The Red Violin |John Corigliano,,,,,,,,,,,
6229|1967|Documentary (Short Subject)|1|The Redwoods |Mark Harris and Trevor Greenwood, Producers,,,,,,,,,,
6230|1971|Short Subject (Live Action)|0|The Rehearsal |Stephen F. Verona, Producer,,,,,,,,,,
6231|1969|Actor in a Supporting Role|0|The Reivers|Rupert Crosse,,,,,,,,,,,
6232|1969|Music (Original Score, for a Motion Picture [Not a Musical])|0|The Reivers |John Williams,,,,,,,,,,
6233|1993|Actor in a Leading Role|0|The Remains of the Day|Anthony Hopkins,,,,,,,,,,,
6234|1993|Actress in a Leading Role|0|The Remains of the Day|Emma Thompson,,,,,,,,,,,
6235|1993|Art Direction|0|The Remains of the Day |Art Direction: Luciana Arrighi; Set Decoration: Ian Whittaker,,,,,,,,,,,
6236|1993|Best Picture|0|The Remains of the Day |Mike Nichols, John Calley and Ismail Merchant, Producers,,,,,,,,,
6237|1993|Costume Design|0|The Remains of the Day |Jenny Beavan, John Bright,,,,,,,,,,
6238|1993|Directing|0|The Remains of the Day |James Ivory,,,,,,,,,,,
6239|1993|Music (Original Score)|0|The Remains of the Day |Richard Robbins,,,,,,,,,,,
